position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
.NET/SharePoint Developer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Senior IRT Analyst,Jacobs,2380.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Senior Hadoop / Linux Engineer,CSRA,296.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Manager – Statistical Analysis / Quantitative Modeling,Ashton Lane Group,0.0,other role,Washington,DC,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
Senior Developer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Chief Meetings & Industry Officer – The Optical Society,Staffing Advisors,3.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
"Senior Software Engineer, Web Applications",FiscalNote,0.0,software engineer,Washington,DC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Operations Research Systems Analyst,Belcan Government Services,4.0,data analyst,Washington,DC,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
Sr. Cloud Security Specialist,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
End User IT Support Administrator (TS/SCI),Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sr Operational Research Analyst - Performance Management Consulting - ADO,Leidos,525.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Sr. Systems Analyst (Active Top Secret),Jacobs,2380.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Government Enterprise Architect,xentity corporation,2.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Research Analyst- Physics/Hazard,Institute for Defense Analyses,24.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Market Research Senior Analyst, Federal Marketing Team",Penn Schoen Berland,2.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SOFTWARE ENGINEER,BlueLabs Analytics,0.0,software engineer,Washington,DC,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Quantitative Analytics & Model Development Analyst Sr,PNC Financial Services Group,4650.0,data analyst,Washington,DC,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
Artificial Intelligence/Machine Learning Specialist,Array Architects Inc,0.0,other role,Washington,DC,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False
Facilities Manager,Carnegie Institution,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Application Security Assessor/Penetration Tester,Jacobs,2380.0,other role,Washington,DC,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Senior Statistician,CGI,2065.0,other role,Washington,DC,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False
Sr Research Analyst,CBRE,2059.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Senior Quantitative Analyst,Fannie Mae,880.0,data analyst,Washington,DC,False,True,True,False,True,False,True,False,True,True,False,False,False,True,True
Data Integration Engineer,Jacobs,2380.0,other role,Washington,DC,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
Statistical Programming Analyst,Pragmatics,24.0,data analyst,Washington,DC,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False
Senior Operations Research Analyst,"Summit Technologies, Inc.",25.0,data analyst,Washington,DC,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
DIRECTOR OF CORPORATE SOLUTIONS,BlueLabs Analytics,0.0,other role,Washington,DC,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
Physicist,KEYW Corporation,30.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paid Digital Media Lead,Wunderman,195.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Scientist,MedStar Health Research Institute,338.0,data scientist,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
Geospatial Architect,xentity corporation,2.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
"CPIC Business Case Support Analyst ( Washington, DC)",xentity corporation,2.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Senior Data Scientist,ERPi,2.0,data scientist,Washington,DC,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False
Territory Sales Manager,JUUL Labs,2.0,other role,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Research Analyst II, Secretariat, Global Commission on Adaptation",World Resources Institute,19.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
"Senior Analyst, U.S. Climate Policy",Environmental Defense Fund,29.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Military and Policy Research Analyst,"Applied Research Associates, Inc",39.0,data analyst,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Data Analytics & Trend Analysis,Leidos,525.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Statistical Engineer - Financial Services - Washington DC,Courtney Raymond Consultants,0.0,other role,Washington,DC,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True
Federal Account Manager,NOKIA,3372.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Research Analyst,Applied Memetics LLC,22.0,data analyst,Washington,DC,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Operational Research Analyst - Reporting ADO,Leidos,525.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
UX Product Designer,Pivotal Software,16.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Operations Research Analyst,CMTC,12.0,data analyst,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GIS Solution Lead,Hatch,267.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sr. Data Infrastructure Engineer,Novetta,24.0,other role,Washington,DC,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Staff Environmental Scientist,Arcadis,252.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Operational Research Analyst - Performance Metrics ADO,Leidos,525.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sr. Business Process Reengineering Specialist,CGI,2065.0,other role,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sr. DBA,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
IT Policy & Research Analyst,Total Systems Technologies Corporation,0.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Scientist - Chemical Biological Associate,Noblis,32.0,data scientist,Washington,DC,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
Project Management Solutions Expert,ICF,392.0,other role,Washington,DC,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
Operational Research Analyst - Communications and Marketing ADO,Leidos,525.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SQL DBA,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
"Senior Analyst, Research & Evaluation",Links Global,2.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Biostatistician Support - USAMMDA - Active Secret Clearance Required,Patricio Enterprises,53.0,other role,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
"STRATEGIC ACCOUNT MANAGER, WORKFLOWS",Unchained Labs,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Senior Analyst,Scientific Research Corporation,90.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Science Practice Lead,Analytic Recruiting,2.0,data scientist,Washington,DC,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
Sales Director - Federal,Zoomdata,3.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Engineer/Research & Development Analyst,CACI,1359.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Political Compliance Manager,Aristotle,7.0,other role,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Manager, Chesapeake Program",National Fish Wildlife Foundation,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
SENIOR CAMPAIGN ANALYST,BlueLabs Analytics,0.0,data analyst,Washington,DC,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True
